id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,location,hashtags,link,retweet,quote_url,video,profile_image_url
1128293353752109057,1128278830148243457,1557841072000,2019-05-14,20:37:52,SE Asia Standard Time,1072465833249492993,juneindaeyoo,yuu🐣,,Mati aja ak  pic.twitter.com/rtZDTLI7Nr,['idolfess'],[],['https://pbs.twimg.com/media/D6iA0lPUYAAZ0PR.jpg'],0,0,0,,[],https://twitter.com/juneindaeyoo/status/1128293353752109057,,,0,https://pbs.twimg.com/profile_images/1127482902189445121/67QwB0J6.jpg
1128293061266567170,1128293061266567170,1557841003000,2019-05-14,20:36:43,SE Asia Standard Time,948848761593257985,adeeeengg,lutfiahhh adelia,,Saya juga tau kamu pengen marah kan?  Tapi masih butuh ??  Bingung kan mati aja sana,,[],[],0,0,0,,[],https://twitter.com/Adeeeengg/status/1128293061266567170,,,0,https://pbs.twimg.com/profile_images/1101260295337521155/lMAv4fL_.jpg
1128292569220173829,1128270267761999872,1557840885000,2019-05-14,20:34:45,SE Asia Standard Time,2915672322,he3_n,poerwacaraka,,"tujuanya apa,,,,udah legowo aja,,, harta dan jabatan didunia ini tak akan dibawa mati",['detikcom'],[],[],0,0,1,,[],https://twitter.com/he3_n/status/1128292569220173829,,,0,https://pbs.twimg.com/profile_images/625741798707589121/yJjZwoKr.jpg
1128292493320044544,1128292493320044544,1557840867000,2019-05-14,20:34:27,SE Asia Standard Time,1023598879281836032,nona_melia,nn,,"bru pertama kali di pepet org di pinggir jalan kaya gini ya allah, td pikiran gua udh mau mati aja :""(",,[],[],0,0,0,,[],https://twitter.com/nona_melia/status/1128292493320044544,,,0,https://pbs.twimg.com/profile_images/1127588375530065920/ur28RHXi.jpg
1128292462584143872,1128292462584143872,1557840860000,2019-05-14,20:34:20,SE Asia Standard Time,782839284843749376,asteinmrrb,AsteinMirrob,,"Penyakit males?  Pake aja pestisida. Orangnya mati, males nya ikut mati. Lumayan lah bisa ngurangin kepadatan penduduk   Xixixixixix :v",,[],[],0,0,1,,[],https://twitter.com/asteinmrrb/status/1128292462584143872,,,0,https://pbs.twimg.com/profile_images/1127480896439738368/mvcG7j-H.jpg
1128292148552425472,1127784679040376832,1557840785000,2019-05-14,20:33:05,SE Asia Standard Time,56565791,kastoto,kastoto,,ya udah.. klo anda saja yg mati gimana ? kan cuma satu dibanding 200juta lbh penduduk Indonesia.. gak udah dikubur.. buang aja ke empang..,['kresnaastra'],[],[],0,0,0,,[],https://twitter.com/kastoto/status/1128292148552425472,,,0,https://pbs.twimg.com/profile_images/542516101259591681/ksHCJls7.jpeg
1128291812966158338,1128291812966158338,1557840705000,2019-05-14,20:31:45,SE Asia Standard Time,1019459022678716416,somdongpyo,ً,,auto mati aja lah gwe  https://twitter.com/wonjinhm/status/1128265037112434688 …,,['https://twitter.com/wonjinhm/status/1128265037112434688'],[],0,0,0,,[],https://twitter.com/somdongpyo/status/1128291812966158338,,https://twitter.com/wonjinhm/status/1128265037112434688,0,https://pbs.twimg.com/profile_images/1128261834438397952/zT0_uB3F.jpg
1128291772805763073,1128291605759152130,1557840695000,2019-05-14,20:31:35,SE Asia Standard Time,880682454863970304,yoongizasativa,sya's persona,,Doain cepet mati aja,,[],[],0,0,0,,[],https://twitter.com/yoongizasativa/status/1128291772805763073,,,0,https://pbs.twimg.com/profile_images/1120334480336723968/3K60UsTc.jpg
1128291719018045441,1128291719018045441,1557840683000,2019-05-14,20:31:23,SE Asia Standard Time,802019378,yerimrxg,eby,,LAHAULA MATI AJA GUE DICEPUIN JENDRA,,[],[],0,0,0,,[],https://twitter.com/YERIMRxG/status/1128291719018045441,,,0,https://pbs.twimg.com/profile_images/1127900006726291456/bJfFp_iG.jpg
1128291321376993280,1128291321376993280,1557840588000,2019-05-14,20:29:48,SE Asia Standard Time,1065942439863578624,feti31158230,Harianburukmu,,Kok ndak mati aja sih kamu !!!,,[],[],0,0,0,,[],https://twitter.com/Feti31158230/status/1128291321376993280,,,0,https://pbs.twimg.com/profile_images/1071421389029093376/veBOA03h.jpg
1128291109610803202,1128198451009732608,1557840537000,2019-05-14,20:28:57,SE Asia Standard Time,1127581669760716801,tigorsimanjunt9,Tigorsimanjuntak,,Hukumannya kurang ngefek. Seharusnya hukuman mati aja.,['reflyhz'],[],[],0,0,0,,[],https://twitter.com/Tigorsimanjunt9/status/1128291109610803202,,,0,https://pbs.twimg.com/profile_images/1127748133436383232/AbWSsdEw.jpg
1128291065570611200,1128284846336266240,1557840527000,2019-05-14,20:28:47,SE Asia Standard Time,2373078416,acchyeri,Lala.,,Mati aja,['accmilea'],[],[],1,0,0,,[],https://twitter.com/acchyeri/status/1128291065570611200,,,0,https://pbs.twimg.com/profile_images/1127727332217593857/sO1Pu0HR.jpg
1128290663563284480,1128290663563284480,1557840431000,2019-05-14,20:27:11,SE Asia Standard Time,1121247167199342597,david89293196,David,,Mati aja yuk biar selesai,,[],[],0,0,0,,[],https://twitter.com/David89293196/status/1128290663563284480,,,0,https://pbs.twimg.com/profile_images/1121247468761407488/-p64r0kj.jpg
1128290179062620161,1128290179062620161,1557840315000,2019-05-14,20:25:15,SE Asia Standard Time,3181833787,foodirectory_id,Foodirectory,,"Windy, gimana makanan di India? Enak kah? bikin sakit perut kah? bosen kah? jawabannya, ENAK! aku cocok sama makanan India, tapi zuzur udah enek setengah mati, sampe cium bau makanannya aja udah kabur HAHA Bayangin,…  https://www.instagram.com/p/Bxcc06Lg89T/?igshid=16brryknutr58 …",,['https://www.instagram.com/p/Bxcc06Lg89T/?igshid=16brryknutr58'],[],0,0,0,,[],https://twitter.com/foodirectory_id/status/1128290179062620161,,,0,https://pbs.twimg.com/profile_images/622647268240273408/5hTXImSW.jpg
1128290149140328449,1128141702974152705,1557840308000,2019-05-14,20:25:08,SE Asia Standard Time,884148834,aayniaulia,aul,,greget coba mati aja orang kaya gini,['karinmhrn'],[],[],0,0,0,,[],https://twitter.com/aayniaulia/status/1128290149140328449,,,0,https://pbs.twimg.com/profile_images/1127302163561046016/uqtzd4R2.jpg
1128289610142863368,1128259039022862336,1557840180000,2019-05-14,20:23:00,SE Asia Standard Time,970649059764551681,moonoonana,ve🌙,,"dbxjsnskzsks 102 chapter ... yaAllah aku nyelesaiin yg diatas 30 chapter aja mati-matian, kak:')) gapapa deh, demi kegemesan wkwkwk",['hobbppang'],[],[],1,0,0,,[],https://twitter.com/moonoonana/status/1128289610142863368,,,0,https://pbs.twimg.com/profile_images/1127789904061026304/n7ZUcRCC.jpg
1128289604866412544,1128281378640936960,1557840179000,2019-05-14,20:22:59,SE Asia Standard Time,1092205097839251457,akojodohbangtan,sender idm; fb syg :),,"mati aja km , eh jangan dengg😭😭","['dionysushine', 'indomymenfess']",[],[],1,0,0,,[],https://twitter.com/akojodohbangtan/status/1128289604866412544,,,0,https://pbs.twimg.com/profile_images/1128070311549722624/R-OYxM78.jpg
1128289540257411072,1128275099361013760,1557840163000,2019-05-14,20:22:43,SE Asia Standard Time,1077573332382306304,aintasuperman,ai,,"Kayak mau mati, udah gitu aja",['askmenfess'],[],[],1,0,0,,[],https://twitter.com/aintasuperman/status/1128289540257411072,,,0,https://pbs.twimg.com/profile_images/1128283718160793600/LirbtrH-.jpg
