id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,location,hashtags,link,retweet,quote_url,video,profile_image_url
1128308578740125696,1128308578740125696,1557844702000,2019-05-14,21:38:22,SE Asia Standard Time,1123032903124832258,chalsawitjaks,Shalsabilla K. Putri,,"Lagi uring2an, pengen nangis kejer banget tp gbs..",,[],[],0,0,0,,[],https://twitter.com/chalsawitjaks/status/1128308578740125696,,,0,https://abs.twimg.com/sticky/default_profile_images/default_profile.png
1128308502634483714,1128306936124854273,1557844684000,2019-05-14,21:38:04,SE Asia Standard Time,1081118412577792000,drakormulu,N,,Mksih beb jd pengen nangis,['wonderluse'],[],[],0,0,0,,[],https://twitter.com/drakormulu/status/1128308502634483714,,,0,https://pbs.twimg.com/profile_images/1122161689632198656/92ZBAVDR.jpg
1128308097775091712,1128306102263664640,1557844588000,2019-05-14,21:36:28,SE Asia Standard Time,125959460,lidsianturi,Lilid,,"Lemah bgt ini bapake kalo anaknya udah nangis, hahahaha. Trus anaknya seneng banget ngelempar dad jokes ke bapake 😂 udah gitu karakter lain cem bodyguardnya si bocil yg ""gemesin"" bgt, sama asisten bapaknya yg ngebet pengen punya anak cewe smp ""nyulik"" si bocah wkwk.",,[],[],0,0,0,,[],https://twitter.com/lidsianturi/status/1128308097775091712,,,0,https://pbs.twimg.com/profile_images/1071718484202020865/T6PU_erv.jpg
1128307953218416641,1128307953218416641,1557844553000,2019-05-14,21:35:53,SE Asia Standard Time,859177369143099392,ilsanboii,KNJ,,"Pengen nangis aja, gatau kenapa :(",,[],[],0,0,0,,[],https://twitter.com/ilsanboii/status/1128307953218416641,,,0,https://pbs.twimg.com/profile_images/1120357071222968323/JqTO3pI0.jpg
1128307856720064514,1128307856720064514,1557844530000,2019-05-14,21:35:30,SE Asia Standard Time,175751487,benedictabelle,Benedicta Belle 🌐,,"Ketika diam mendengarkan lagu yang sedikit melow, terus rasanya pengen nangis, ya ini stres ringan.",,[],[],0,0,0,,[],https://twitter.com/BenedictaBelle/status/1128307856720064514,,,0,https://pbs.twimg.com/profile_images/1119627068747051008/X3Dhncmg.jpg
1128307769277173760,1128306547665166336,1557844509000,2019-05-14,21:35:09,SE Asia Standard Time,1018252570639265792,sopesnakeu,—lovi 🐍,,"HUHU PENGEN NANGIS, MANA HOSEOK LAGI ASTAGA :(",['indomymenfess'],[],[],0,0,0,,[],https://twitter.com/SOPESNAKEU/status/1128307769277173760,,,0,https://pbs.twimg.com/profile_images/1127388923750076416/04ZrZ8Ww.jpg
1128307671512244225,1128279810462048256,1557844486000,2019-05-14,21:34:46,SE Asia Standard Time,954903063248084993,afi_1301,"mbak ya, bukan mas!",,knp aku jadi pengen nangis sih?! 😣,['fiersabesari'],[],[],0,0,0,,[],https://twitter.com/afi_1301/status/1128307671512244225,,,0,https://pbs.twimg.com/profile_images/1127252880832860161/8bzALjBH.jpg
1128307581850607618,1128307581850607618,1557844465000,2019-05-14,21:34:25,SE Asia Standard Time,1016648250051346432,hellariouus,Resanda,,"Gue tuh sebenernya lagi sedih, tapi malu pengen nangis.",,[],[],3,0,0,,[],https://twitter.com/hellariouus/status/1128307581850607618,,,0,https://pbs.twimg.com/profile_images/1127939508396158976/iZiDri14.jpg
1128307487101288449,1128306547665166336,1557844442000,2019-05-14,21:34:02,SE Asia Standard Time,884318383994413056,nidaaa_aaa,Nd✨,,YA ALLAH ALBUM KU JUGA GITU NDER:’’)) PENGEN NANGIS RASANYA TIAP LIAT😭😭,['indomymenfess'],[],[],0,0,0,,[],https://twitter.com/nidaaa_aaa/status/1128307487101288449,,,0,https://pbs.twimg.com/profile_images/1112413488691843072/UDoHd6Ba.jpg
1128307268120825856,1128287700295999488,1557844390000,2019-05-14,21:33:10,SE Asia Standard Time,1079013330524631047,sri_bulan30,Tan_Tana,,"Done Sebenarnya aku tau soal buku ini  karena dulu aku liat di IG katanya buku ini sedih banget ya, aku jga gak tau banyak karena nanti aku bisa iri sama merka yg punya, mereka punya album punya buku nya juga nyesek banget liatnya, pengen nangis mau beli tapi mahal banget😭",['monyapha'],[],[],0,0,0,,[],https://twitter.com/Sri_Bulan30/status/1128307268120825856,,,0,https://pbs.twimg.com/profile_images/1128209097977786368/wurAYq42.jpg
1128307228593639425,1126163897646325760,1557844380000,2019-05-14,21:33:00,SE Asia Standard Time,2213496858,ccwhyn,Cici,,Udah ku tonton. Tapi gak nangis sih. Hahaha. Sedih doang. Kasian liatnya   Aku pengen nonton film kim nam gil yg lama lama tapi kayak susah gitu nyari link nya,['luvitavp'],[],[],0,0,0,,[],https://twitter.com/ccwhyn/status/1128307228593639425,,,0,https://pbs.twimg.com/profile_images/1093589151478308864/LqvHYQYf.jpg
1128307040365842433,1128296645748113408,1557844336000,2019-05-14,21:32:16,SE Asia Standard Time,79722861,fikamhrn,Mrs. Hwang 🦊,,"Yang baca aja disini pengen ikutan nangis :""",['qhansaaa'],[],[],0,0,0,,[],https://twitter.com/fikamhrn/status/1128307040365842433,,,0,https://pbs.twimg.com/profile_images/1114178121043832832/j6BfLw0p.jpg
1128307015619493889,1128307015619493889,1557844330000,2019-05-14,21:32:10,SE Asia Standard Time,1057963840711753733,asbakmetal,i n o,,Beneran..... pengen nangis...,,[],[],0,0,0,,[],https://twitter.com/asbakmetal/status/1128307015619493889,,,0,https://pbs.twimg.com/profile_images/1126379529931329536/7_MdeY4b.jpg
1128306122933149696,1128280175458701312,1557844117000,2019-05-14,21:28:37,SE Asia Standard Time,1065522822133383168,erlinaay_,🧚‍♀️,,"Ya ampun, paham banget ini rasanya kayak gimanaaaa, seriusan bisa sampe pengen nangis tau yg kayak giniiiiiii :')",['askmenfess'],[],[],0,0,0,,[],https://twitter.com/erlinaay_/status/1128306122933149696,,,0,https://pbs.twimg.com/profile_images/1099364019117318144/HmrOEm8d.jpg
1128305980955971584,1128305980955971584,1557844083000,2019-05-14,21:28:03,SE Asia Standard Time,1288017679,mkitdream,gempi,,Pengen nangis banget nasib review besok gimana yaallah beban proker ini terlalu berat,,[],[],1,0,0,,[],https://twitter.com/mkitdream/status/1128305980955971584,,,0,https://pbs.twimg.com/profile_images/1124746611161042944/NN6DB8i_.jpg
1128305972571586560,1128305972571586560,1557844081000,2019-05-14,21:28:01,SE Asia Standard Time,1422147668,aufanst,Thibbi Aufa Nasution,,"Aku dah bela belain, terus ga jadi. Aduh aku pengen nangis lagi dah ah:( sia sia mulu perasaan",,[],[],0,0,0,,[],https://twitter.com/aufanst/status/1128305972571586560,,,0,https://pbs.twimg.com/profile_images/1110217407740567552/GIzQOcpk.jpg
1128305915948494848,1128305915948494848,1557844067000,2019-05-14,21:27:47,SE Asia Standard Time,1405070888,abcdelfara,orang biasa,,"ya allah pengen nangis, kepada siapa lagi aku harus mengadu selain padamu :(",,[],[],1,0,6,,[],https://twitter.com/abcdelfara/status/1128305915948494848,,,0,https://pbs.twimg.com/profile_images/1113994562442125312/wuwj7e8T.jpg
1128305151419174912,1128304127388205056,1557843885000,2019-05-14,21:24:45,SE Asia Standard Time,1021718203372724225,mondasami,deaaan,,"Koh pengen bgt koh aku butuh hiburan bgt, dr kmrn bawaannya nangis mulu:(",['lix_lee007'],[],[],0,0,0,,[],https://twitter.com/mondasami/status/1128305151419174912,,,0,https://pbs.twimg.com/profile_images/1115965153927786497/fIz45NmZ.jpg
1128305109576761345,1127786528665522176,1557843875000,2019-05-14,21:24:35,SE Asia Standard Time,1103285085044760576,fikkicantik,lolipop 🍭,,"Suka pengen nangis deh kalo liat yg udah pacaran bertaun taun tiba tiba ditinggal nikah, so sad :((",['profbaper'],[],[],0,0,0,,[],https://twitter.com/fikkicantik/status/1128305109576761345,,,0,https://pbs.twimg.com/profile_images/1128279640160686082/aRH3-av9.jpg
1128305053352075270,1128305053352075270,1557843862000,2019-05-14,21:24:22,SE Asia Standard Time,2385004082,taecapella,elsya,,"Kalo flashback ke tahun lalu rasanya gue pengen peluk diri sendiri, pengen bilang ""you've made it sya. You're still alive"" karena jujur tahun lalu itu tahun terberat dalam hidup gue. Gatau deh udh berapa kali gue nangis di depan umum, padahal gue biasanya jago nyimpen perasaan  pic.twitter.com/Yuf1OppIFG",,[],"['https://pbs.twimg.com/media/D6iLC6OUIAAzCsk.jpg', 'https://pbs.twimg.com/media/D6iLEeDUEAErQuw.jpg', 'https://pbs.twimg.com/media/D6iLXVqUEAEJE2k.jpg', 'https://pbs.twimg.com/media/D6iLbQBUwAETX6t.jpg']",1,0,1,,[],https://twitter.com/taecapella/status/1128305053352075270,,,0,https://pbs.twimg.com/profile_images/1125415164524634112/ncemLLJ3.jpg
1128304736728281089,1128304736728281089,1557843786000,2019-05-14,21:23:06,SE Asia Standard Time,567202023,radita_ds,Dita,,"tiba tiba ga enak hati, pengen nangis tapi gatau nangisin apa",,[],[],0,0,0,,[],https://twitter.com/Radita_ds/status/1128304736728281089,,,0,https://pbs.twimg.com/profile_images/1127955514724196354/91g8AnM3.jpg
1128304312554123264,1128304312554123264,1557843685000,2019-05-14,21:21:25,SE Asia Standard Time,1098440361158963200,noonanyabiay,dellybucinbiay,,"pengen nangis, nangis sayang sama kalian aseli nangisss!!! KALIAN TERBAIQUE ❤️  pic.twitter.com/g8zMERmYJI",,[],[],0,0,1,,[],https://twitter.com/noonanyabiay/status/1128304312554123264,,,1,https://pbs.twimg.com/profile_images/1122547503214120966/w5aIH1PX.jpg
1128304253938782208,1128304253938782208,1557843671000,2019-05-14,21:21:11,SE Asia Standard Time,1915396128,byungbooss17,[17's] hanzu🏠,,Aku sepertinya kalau konser bukan tipe tipe video or foto iya foto tapi dikit kek lebih seneng menikmati suasana nya Jadi inget ngelive TULUS pengen nangis,,[],[],0,0,0,,[],https://twitter.com/byungbooss17/status/1128304253938782208,,,0,https://pbs.twimg.com/profile_images/1123546013543718913/TUF5mwUE.jpg
1128304134241701890,1128304134241701890,1557843643000,2019-05-14,21:20:43,SE Asia Standard Time,1126908721982894080,kimchihihi2,Kimchihihi,,Pengen nangis grgr malasku sendiri 😫,,[],[],0,0,0,,[],https://twitter.com/Kimchihihi2/status/1128304134241701890,,,0,https://pbs.twimg.com/profile_images/1127830204175413248/9XHOYoBb.jpg
1128304011168190464,1128304011168190464,1557843613000,2019-05-14,21:20:13,SE Asia Standard Time,1104989043144581122,strayteen917,dr. ⚘,,gw tiba tiba pengen nangis sih anjir woy  plis akhir tahun aja kek 😭😭  etapi keknya akhir tahun sih kan juli/juni mau comeback kr dulu ._.),,[],[],0,0,0,,[],https://twitter.com/strayteen917/status/1128304011168190464,,,0,https://pbs.twimg.com/profile_images/1128285919809662977/TnI4rTu_.jpg
